YEAR,CONAME,SALES,ROEPER,ROA,MKTVAL,GVKEY,TICKER,EXEC_FULLNAME,TITLEANN,SALARY,BONUS,TDC1,RSTKGRNT,OPTION_AWARDS_BLK_VALUE,Majority_Independent,Nom,CG,Comp,Audit
2000,EXTREME NETWORKS INC,261.956,4.784,3.886,5597.514,119574,EXTR,Gordon L. Stitt,"chmn., pres. & CEO",203.333,176.88,7984.517,0,7578.921,1,0,0,0,0
2001,EXTREME NETWORKS INC,491.232,-12.552,-10.007,3341.258,119574,EXTR,Gordon L. Stitt,"chairman, president & CEO",183.333,39.6,17483.387,0,17260.454,1,0,0,0,1
2000,FORD MOTOR CO,170064,28.99,1.897,44446.5,004839,F,Jacques A. Nasser,president & CEO,1625,7700,22206.834,0,6397.343,1,0,0,0,0
2001,FORD MOTOR CO,162412,-70.229,-1.977,28483.775,004839,F,Jacques A. Nasser,president & CEO,1750,0,18202.637,0,13272.479,1,0,0,0,0
2002,FORD MOTOR CO,162586,4.812,.093,17066.495,004839,F,"William Clay Ford, Jr.",chairman & CEO,0,0,18917.634,0,18697.681,1,1,1,0,0
2003,FORD MOTOR CO,164196,7.905,.302,29296.688,004839,F,"William Clay Ford, Jr.",chairman & CEO,0,0,14403.416,1503.391,12689.022,1,1,1,0,0
2004,FORD MOTOR CO,171652,22.649,1.242,26786.34,004839,F,"William Clay Ford, Jr.",chairman & CEO,0,0,19977.674,11919.523,7753.896,1,1,1,0,0
2005,FORD MOTOR CO,176896,12.23,.61,14340.765,004839,F,"William Clay Ford, Jr.",chairman & CEO,0,0,13100.608,5331.525,7302.328,1,1,1,0,0
2000,FASTENAL CO,745.74,22.471,20.059,2081.903,014225,FAST,Robert A. Kierlin,"chairman, president & CEO",121,0,121,0,0,1,0,0,0,0
2001,FASTENAL CO,818.283,16.501,14.753,2520.288,014225,FAST,Robert A. Kierlin,"chairman, president & CEO",63.5,0,63.5,0,0,1,0,0,0,0
2002,FASTENAL CO,905.438,14.969,13.385,2837.041,014225,FAST,Robert A. Kierlin,chairman,61,0,61,0,0,1,0,0,0,0
2003,FASTENAL CO,994.928,14.585,12.911,3774.881,014225,FAST,Willard D. Oberton,president & CEO,301,70.214,384.953,0,13.739,1,0,0,0,0
2004,FASTENAL CO,1238.492,19.14,17.006,4670.988,014225,FAST,Willard D. Oberton,president & CEO,301,880.87,1181.87,0,0,1,0,0,0,0
2005,FASTENAL CO,1523.333,21.29,18.742,5910.743,014225,FAST,Willard D. Oberton,president & CEO,347.916,660.6180000000001,1010.574,0,0,1,0,0,0,0
2005,FLAGSTAR BANCORP INC,868.111,10.347,.53,898.186,064699,FBC,Mark T. Hammond,"vice chairman, president & CEO",756.756,1075.2,3095.846,358.4,899.1900000000001,0,0,0,0,0
2000,FLEETBOSTON FINANCIAL CORP,21765,21.665,1.883,33897.151,004764,FBF,Terrence Murray,chairman & CEO,992.2,5000,17414.191,0,10769.972,1,0,0,0,0
2001,FLEETBOSTON FINANCIAL CORP,18703,5.214,.444,38143.34,004764,FBF,Terrence Murray,chairman & CEO,992.2,2500,9791.701999999999,0,5647.21,1,0,0,0,0
2002,FLEETBOSTON FINANCIAL CORP,15138,9.093,.791,25504.843,004764,FBF,Charles K. Gifford,chairman & CEO,992.2,0,3162.583,0,1897.095,1,0,0,0,0
2003,FLEETBOSTON FINANCIAL CORP,14311,14.087,1.267,46031.544,004764,FBF,Charles K. Gifford,chairman & CEO,992.2,6000,11015.304,3783,0,1,0,0,0,0
2000,FIRST BANCORP P R,513.42,22.218,1.011,624.2670000000001,016821,FBP,Angel Alvarez-Perez,"chairman, president & CEO",675,500,2380.119,0,1200.316,1,0,0,0,0
2001,FIRST BANCORP P R,569.236,21.084,.86,757.302,016821,FBP,Angel Alvarez-Perez,"chairman, president & CEO",825,600,1430.12,0,0,1,0,0,0,0
2002,FIRST BANCORP P R,598.524,18.622,.846,902.9829999999999,016821,FBP,Angel Alvarez-Perez,"chairman, president & CEO",825,700,2788.139,0,1257.699,1,0,0,0,0
2003,FIRST BANCORP P R,624.506,22.611,.963,1582.435,016821,FBP,Angel Alvarez-Perez,"chairman, president & CEO",882.909,800,2802.92,0,1109.531,1,0,0,0,0
2004,FIRST BANCORP P R,744.425,20.948,.876,2560.279,016821,FBP,Angel Alvarez-Perez,"chairman, president & CEO",1189.904,1000,4485.832,0,2284.048,1,0,0,0,0
2005,FIRST BANCORP P R,1130.667,11.475,.373,1003.659,016821,FBP,Angel Alvarez-Perez,"former chairman, president & CEO",1213.846,0,4648.582,0,3429.614,1,0,0,0,0
2000,FRANKLIN COVEY CO,585.199,-4.236,-2.095,137.642,025331,FC,Robert A. Whitman,chairman & CEO,336.539,333.333,692.862,0,0,1,0,0,0,0
2001,FRANKLIN COVEY CO,525.333,-8.478,-3.595,89.15300000000001,025331,FC,Robert A. Whitman,chairman & CEO,423.08,0,1051.071,0,101.972,1,0,0,0,0
2002,FRANKLIN COVEY CO,332.998,-71.358,-34.504,42.33,025331,FC,Robert A. Whitman,chairman & CEO,0,0,.001,0,0,0,0,0,0,0
2001,FAIRCHILD SEMICONDUCTOR INTL,1407.7,-5.161,-1.94,2812.696,065643,FCS,Kirk P. Pond,"chairman, president & CEO",634.615,0,5290.266,0,4504.187,1,0,0,0,0
2002,FAIRCHILD SEMICONDUCTOR INTL,1411.9,-.206,-.109,1252.631,065643,FCS,Kirk P. Pond,"chairman, president & CEO",599.711,230.814,18384.769,0,17440.323,1,0,0,0,0
2003,FAIRCHILD SEMICONDUCTOR INTL,1401.3,-7.101,-3.609,2940.018,065643,FCS,Kirk P. Pond,"chairman, president & CEO",630.897,442.047,7430.354,4406.591,1751.06,1,0,0,1,0
2004,FAIRCHILD SEMICONDUCTOR INTL,1601,4.817,2.491,1943.314,065643,FCS,Kirk P. Pond,"chairman, president & CEO",659.923,1079.578,6728.613,1366.559,3364.007,1,0,0,0,0
2005,FAIRCHILD SEMICONDUCTOR INTL,1425.1,-23.917,-12.508,2031.145,065643,FCS,"Mark S. Thompson, Ph.D.",president & CEO,594,500,4481.18,715.95,2451.599,1,0,0,0,0
2003,FREEPORT-MCMORAN INC,2212.165,21.883,3.599,7226.601,014590,FCX,"James R. Moffett, Jr.",chairman,2500,8580,13180.626,0,0,0,0,0,0,0
2004,FREEPORT-MCMORAN INC,2371.866,246.313,3.082,6843.17,014590,FCX,Richard C. Adkerson,president & CEO,1250,0,6963.776,3968.243,0,1,0,0,0,0
2000,FIRST DATA CORP,5705.2,24.938,5.375,20813.196,025157,FDC,Henry C. Duques,chairman & CEO,950,836,4779.481,0,2856.768,1,0,0,0,0
2001,FIRST DATA CORP,6450.8,24.847,3.991,29934.402,025157,FDC,Henry C. Duques,chairman & CEO,995.577,1080,9305.145,0,7070.853,1,0,0,0,0
2002,FIRST DATA CORP,7636.2,29.784,4.655,26633.277,025157,FDC,Charles T. Fote,chairman & CEO,1000,832,2495.831,0,0,1,0,0,0,0
2003,FIRST DATA CORP,8400.200000000001,34.443,5.448,29946.885,025157,FDC,Charles T. Fote,chairman & CEO,1000,750,7613.083,0,2803.24,1,0,0,0,0
2004,FIRST DATA CORP,10013.2,21.019,5.709,35301.649,025157,FDC,Charles T. Fote,chairman & CEO,1083.333,1100,13483.439,4081.5,4031.444,1,0,0,0,0
2005,FIRST DATA CORP,10568.2,20.443,5.048,32862.049,025157,FDC,Charles T. Fote,chairman & CEO,1100,0,12740.1114,4007.5,4356.619,1,0,0,0,0
2000,FAMILY DOLLAR STORES,3132.639,21.557,13.831,3081.114,004560,FDO,Howard R. Levine,pres. & CEO,450,314.439,1261.254,0,496.815,0,0,0,0,0
2001,FAMILY DOLLAR STORES,3665.362,19.76,13.539,5154.42,004560,FDO,Howard R. Levine,president & CEO,509.595,191.5,1289.231,0,588.136,0,0,0,0,0
2002,FAMILY DOLLAR STORES,4162.652,18.783,12.363,4947.43,004560,FDO,Howard R. Levine,president & CEO,600,480.6,2006.723,0,906.489,0,0,0,0,0
2003,FAMILY DOLLAR STORES,4750.171,18.877,12.463,6899.677,004560,FDO,Howard R. Levine,chairman & CEO,700,483,2291.555,0,1088.34,1,1,1,1,1
2004,FAMILY DOLLAR STORES,5281.888,19.289,11.595,4451.032,004560,FDO,Howard R. Levine,chairman & CEO,726.794,445.525,2913.827,0,1662.348,1,0,0,0,0
2005,FAMILY DOLLAR STORES,5824.808,15.231,9.026999999999999,3278.152,004560,FDO,Howard R. Levine,chairman & CEO,728.409,0,1940.353,0,1140.424,1,0,0,0,0
2000,FACTSET RESEARCH SYSTEMS INC,134.178,24.542,18.647,1112.427,063172,FDS,Howard E. Wille,chmn. & CEO,350,0,3147.388,0,0,1,0,0,0,0
2001,FACTSET RESEARCH SYSTEMS INC,176.688,24.158,19.357,842.051,063172,FDS,Philip A. Hadley,chairman & CEO,342.318,275,2368.759,0,1735.858,1,0,0,0,0
2002,FACTSET RESEARCH SYSTEMS INC,205.853,23.082,18.788,837.397,063172,FDS,Philip A. Hadley,chairman & CEO,261.54,375,912.843,0,256.697,1,0,0,0,0
2003,FACTSET RESEARCH SYSTEMS INC,222.295,24.237,20.08,1627.833,063172,FDS,Philip A. Hadley,chairman & CEO,250,400,874.537,0,204.869,1,0,0,0,0
2004,FACTSET RESEARCH SYSTEMS INC,251.91,35.259,25.233,1383.235,063172,FDS,Philip A. Hadley,chairman & CEO,250,450,1358.569,0,641.904,1,0,0,0,0
2005,FACTSET RESEARCH SYSTEMS INC,312.644,26.767,20.65,1675.555,063172,FDS,Philip A. Hadley,chairman & CEO,250,500,1204.142,0,441.454,1,0,0,0,0
2000,FEDEX CORP,19629.04,9.904,4.381,12290.72,004598,FDX,Frederick W. Smith,"chairman, president & CEO",1143.758,940.827,7504.985,0,5146.166,1,0,0,0,0
2001,FEDEX CORP,20607,11.077,5.249,16096.144,004598,FDX,Frederick W. Smith,"chairman, president & CEO",1150.008,1317.985,11215.577,0,8456.647000000001,1,0,0,0,0
2002,FEDEX CORP,22487,11.389,5.395,19087.793,004598,FDX,Frederick W. Smith,"chairman, president & CEO",1195.295,1031.194,11903.09,0,8592.538,1,0,0,0,0
2003,FEDEX CORP,24710,10.428,4.38,21979.818,004598,FDX,Frederick W. Smith,"chairman, president & CEO",1238.567,2647.756,12277.552,0,6160.299,1,0,0,0,0
2004,FEDEX CORP,29363,15.113,7.102,27011.457,004598,FDX,Frederick W. Smith,"chairman, president & CEO",1276.479,3343.376,16905.196,0,8225.01,1,0,0,0,0
2005,FEDEX CORP,32294,15.689,7.959,33340.025,004598,FDX,Frederick W. Smith,"chairman, president & CEO",1320.383,2679.147,16248.028,0,7609.109,1,0,0,0,0
2000,FIRSTENERGY CORP,7028.961,12.872,3.338,7192.368,008099,FE,H. Peter Burg,chairman & CEO,765.616,383.546,5376.796,2775,945.408,1,0,0,0,0
2001,FIRSTENERGY CORP,7999.362,8.852,1.753,10411.622,008099,FE,H. Peter Burg,vice chairman & CEO,821.176,631.7190000000001,3049.05,0,1030.682,1,0,0,0,0
2002,FIRSTENERGY CORP,12247.401,8.837999999999999,1.874,9813.058999999999,008099,FE,H. Peter Burg,chairman & CEO,989.511,406.186,4353.98,439.08,1057.587,1,0,0,0,0
2003,FIRSTENERGY CORP,12307.047,5.091,1.282,11462.387,008099,FE,H. Peter Burg,chairman & CEO,1051.142,0,4184.161,0,1489.774,1,0,0,0,0
2004,FIRSTENERGY CORP,12453.046,10.173,2.812,13031.82,008099,FE,Anthony J. Alexander,president & chief operating officer,991.73,985.596,4207.663,0,1836.828,1,0,0,0,0
2005,FIRSTENERGY CORP,11989,9.502000000000001,2.742,16158.666,008099,FE,Anthony J. Alexander,president & CEO,1108.462,1637.238,3689.297,0,0,1,0,0,0,0
2002,FEI CO,341.381,2.654,1.355,498.362,031881,FEIC,Vahe A. Sarkissian,president & CEO,455,230.269,3813.361,0,2995.172,1,0,0,0,0
2003,FEI CO,360.977,2.139,.96,745.515,031881,FEIC,Vahe A. Sarkissian,"chairman, president & CEO",483.846,99.66200000000001,3578.81,0,2848.626,1,0,0,0,0
2004,FEI CO,465.705,4.366,1.969,699.006,031881,FEIC,Vahe A. Sarkissian,"chairman, president & CEO",550.385,430.678,2560.443,0,1520.993,1,0,0,0,0
2005,FEI CO,427.229,-26.726,-11.914,645.626,031881,FEIC,Vahe A. Sarkissian,"chairman, president & CEO",530,0,1391.932,0,857.033,1,0,0,0,0
2000,FROZEN FOOD EXPRESS INDS,392.393,-1.478,-.783,32.278,004918,FFEX,"Stoney M. Stubbs, Jr.","chairman, president & CEO",317.613,0,604.12,22.636,243.606,1,0,0,0,0
2001,FROZEN FOOD EXPRESS INDS,378.409,-.207,-.122,35.385,004918,FFEX,"Stoney M. Stubbs, Jr.","chairman, president & CEO",317.613,0,366.919,25.531,0,1,0,0,0,0
2005,FIDELITY BANKSHARES INC,229.904,11.266,.786,820.803,029553,FFFL,Vince A. Elhilow,president & CEO,433,724.596,1257.48,0,0,1,1,1,1,1
2005,F5 NETWORKS INC,281.41,11.144,9.625,1671.769,121077,FFIV,John McAdam,president & CEO,467.47,445.36,3022.119,2108.5,0,1,1,1,0,0
2000,FIRST HEALTH GROUP CORP,511.08,45.542,16.806,2216.887,013397,FHCC,James C. Smith,chairman & CEO,949.456,688.764,1657.501,0,0,0,0,0,0,0
2001,FIRST HEALTH GROUP CORP,597.101,30.333,13.182,2464.351,013397,FHCC,James C. Smith,chairman,974.52,853.125,1847.892,0,0,0,0,0,0,0
2002,FIRST HEALTH GROUP CORP,763.568,32.099,15.763,2470.04,013397,FHCC,Edward L. Wristen,president & chief executive officer,746.545,712.506,1469.286,0,0,0,0,0,0,0
2003,FIRST HEALTH GROUP CORP,893.854,40.355,15.626,1842.005,013397,FHCC,Edward L. Wristen,president & chief executive officer,798.663,440.005,1250.558,0,0,1,0,0,0,0
2004,FIRST HORIZON NATIONAL CORP,2529.988,22.264,1.526,5308.048,004737,FHN,J. Kenneth Glass,"chairman, president & CEO",813.215,285,3142.371,0,1904.509,1,0,0,0,0
2005,FIRST HORIZON NATIONAL CORP,3239.93,19.076,1.206,4843.555,004737,FHN,J. Kenneth Glass,"chairman, president & CEO",909.046,319,3670.038,1919.176,357.801,1,0,0,0,0
2000,FILENET CORP,398.614,17.135,11.914,941.596,013525,FILE,Lee D. Roberts,chairman & CEO,454.875,529.2,2430.869,0,1441.918,1,0,0,0,1
2001,FILENET CORP,332.534,-7.702,-5.511,714.675,013525,FILE,Lee D. Roberts,chairman & CEO,525,0,6830.581,0,6299.636,1,0,0,0,1
2002,FILENET CORP,347.017,3.462,2.522,438.053,013525,FILE,Lee D. Roberts,chairman & CEO,525,252,782.946,0,0,1,0,0,0,1
2003,FILENET CORP,364.505,3.777,2.787,1017.071,013525,FILE,Lee D. Roberts,chairman & CEO,525,256,1852.292,0,1063.148,1,1,1,0,1
2004,FILENET CORP,397.558,7.996,5.958,1064.661,013525,FILE,Lee D. Roberts,chairman & CEO,545.758,249.495,3862.049,1617.6,1440.827,1,1,1,0,1
2005,FILENET CORP,421.843,9.141999999999999,7.026,1076.963,013525,FILE,Lee D. Roberts,chairman & CEO,546,301.938,856.407,0,0,1,1,1,0,0
2005,FINISH LINE INC  -CL A,1306.045,14.125,9.641999999999999,801.109,025357,FINL,Alan H. Cohen,chairman & CEO,520,83.23399999999999,1093.557,173.04,303.167,1,0,0,0,0
2000,FISERV INC,1653.606,14.138,3.169,5846.387,012635,FISV,Leslie M. Muma,president & CEO,699.5,501.8,3155.552,0,1939.852,1,1,0,1,1
2001,FISERV INC,1890.467,12.974,3.912,8042.07,012635,FISV,Leslie M. Muma,president & CEO,735,618.563,5644.791,0,4275.928,1,1,0,1,0
2002,FISERV INC,2568.887,14.562,4.133,6496.299,012635,FISV,Leslie M. Muma,president & CEO,775,683,4512.865,0,3042.965,1,1,0,1,0
2003,FISERV INC,3017.87,14.32,4.367,7663.485,012635,FISV,Leslie M. Muma,president & CEO,815,833,4238.222,0,2574.622,1,1,1,1,1
2004,FISERV INC,3729.746,15.399,4.711,7860.762,012635,FISV,Leslie M. Muma,president & CEO,865.5,740.6,4199.146,0,2579.046,1,0,0,0,0
2005,FISERV INC,4059.478,20.738,8.467000000000001,7983.055,012635,FISV,Leslie M. Muma,president & CEO,917.43,1067.275,4711.721,0,2710.616,1,0,0,0,0
2000,FIFTH THIRD BANCORP,4276.077,17.642,1.882,27815.417,004640,FITB,"George A. Schaefer, Jr.",president & CEO,976.732,1462.5,7617.437,0,4836.712,1,0,0,0,0
2001,FIFTH THIRD BANCORP,6463.636,14.414,1.548,35437.026,004640,FITB,"George A. Schaefer, Jr.",president & CEO,991.17,1485,7828.297,0,4933.387,1,0,0,0,0
2002,FIFTH THIRD BANCORP,6316.538,19.3,2.02,33829.487,004640,FITB,"George A. Schaefer, Jr.",president & CEO,1000,1600,8665.916999999999,0,5612.168,1,0,0,0,0
2003,FIFTH THIRD BANCORP,6473.896,20.207,1.888,33628.905,004640,FITB,"George A. Schaefer, Jr.",president & CEO,990.016,990,6673.869,859.65,3461.205,1,0,0,0,0
2004,FIFTH THIRD BANCORP,6422,17.098,1.614,26549.159,004640,FITB,"George A. Schaefer, Jr.",president & CEO,990.018,825,5129.223,0,3093.681,1,0,0,0,0
2005,FIFTH THIRD BANCORP,7495,16.406,1.471,20929.093,004640,FITB,"George A. Schaefer, Jr.",president & CEO,990.018,0,3234.881,0,1999.244,1,0,0,0,0
2004,FOOT LOCKER INC,5355,13.934,7.878,4197.124,011584,FL,Matthew D. Serra,"chairman, president & CEO",1500,1662,8564.225,1916.25,1306.276,1,0,0,0,0
2005,FOOT LOCKER INC,5653,12.975,7.941,3545.592,011584,FL,Matthew D. Serra,"chairman, president & CEO",1500,0,7352.958,2811.9,1358.649,1,0,0,0,0
2003,FLIR SYSTEMS INC,311.979,27.113,9.922000000000001,1198.697,028477,FLIR,"Earl Ray Lewis, III","chairman, president & CEO",497.308,500,1003.308,0,0,1,0,0,1,1
2004,FLIR SYSTEMS INC,482.651,22.829,11.542,2181.108,028477,FLIR,"Earl Ray Lewis, III","chairman, president & CEO",500,915,2913.333,0,1491.833,1,0,0,0,0
2005,FLIR SYSTEMS INC,508.561,24.599,13.071,1549.121,028477,FLIR,"Earl Ray Lewis, III","chairman, president & CEO",644.231,650,9851.597,0,8550.366,1,0,0,0,0
2003,FLOWERS FOODS INC,1452.995,9.141,6.232,1159.194,004809,FLO,"A. Ryals McMullian, Jr.",chairman & CEO,687.981,426.646,4543.001,0,3387.258,0,0,0,0,0
2004,FLOWERS FOODS INC,1551.308,9.523999999999999,6.197,1365.456,004809,FLO,George E. Deese,president & CEO,600,345.15,2343.001,1300,0,1,0,0,0,0
2005,FLOWERS FOODS INC,1715.869,12.268,7.386,1675.731,004809,FLO,George E. Deese,"chairman, president & CEO",650,698.75,1464.655,0,0,1,0,0,0,0
2000,FLUOR CORP,9970.154,6.204,2.733,2648.835,004818,FLR,"Philip J. Carroll, Jr.",chairman & CEO,1050,0,5696.144,744.45,3224.679,1,1,1,0,0
2001,FLUOR CORP,8972.161,16.188,4.133,2996.077,004818,FLR,"Philip J. Carroll, Jr.",chairman & CEO,1326.923,1747.4,9938.967000000001,1619.55,3567.192,1,1,1,0,0
2002,FLUOR CORP,9958.956,19.231,5.41,2249.632,004818,FLR,Alan Lee Boeckmann,chairman & CEO,828.689,1421.5,4638.807,757.605,1262.638,1,1,1,0,0
2003,FLUOR CORP,8805.703,16.593,5.202,3252.145,004818,FLR,Alan Lee Boeckmann,chairman & CEO,926.946,1517.6,6945.391,2040.9,1754.573,1,1,1,0,0
2004,FLUOR CORP,9380.277,13.976,4.703,4567.774,004818,FLR,Alan Lee Boeckmann,chairman & CEO,1024.93,2110.225,11032.378,4545.254,0,1,1,1,0,1
2005,FLUOR CORP,13130.551,13.938,4.968,6708.1,004818,FLR,Alan Lee Boeckmann,chairman & CEO,1029.833,2080.15,7748.16,3779.527,0,1,1,1,0,0
2000,FLOWSERVE CORP,1538.293,5.02,.725,807.355,004108,FLS,C. Scott Greer,"chairman, president & CEO",617.49,551.048,1171.058,0,0,1,0,0,0,1
2001,FLOWSERVE CORP,1917.507,3.979,.797,1179.675,004108,FLS,C. Scott Greer,"chairman, president & CEO",662.978,186,907.604,0,0,1,0,0,1,1
2002,FLOWSERVE CORP,2251.331,7.992,2.316,816.482,004108,FLS,C. Scott Greer,"chairman, president & CEO",710.439,114,1548.808,0,709.449,1,0,0,0,0
2003,FLOWSERVE CORP,2404.371,6.444,1.888,1153.829,004108,FLS,C. Scott Greer,"chairman, president & CEO",776.901,0,1412.028,0,623.83,1,0,0,0,0
2004,FLOWSERVE CORP,2638.199,2.316,.765,1522.246,004108,FLS,C. Scott Greer,"chairman, president & CEO",787.67,917.7,3256.32,732.8,740.878,1,0,0,1,0
2000,FIRST MIDWEST BANCORP INC,484.715,16.91,1.279,1176.249,011896,FMBI,Robert P. O'Meara,chairman & CEO,487,290.271,1561.956,0,736.885,1,0,0,0,0
2001,FIRST MIDWEST BANCORP INC,454.084,18.364,1.449,1423.742,011896,FMBI,Robert P. O'Meara,chairman & CEO,520,415.093,1933.115,0,939.005,1,0,0,0,0
2002,FIRST MIDWEST BANCORP INC,396.655,18.325,1.507,1271.823,011896,FMBI,Robert P. O'Meara,chairman,560,450.458,1815.455,0,735.292,1,0,0,0,0
2003,FIRST MIDWEST BANCORP INC,365.427,17.755,1.343,1510.492,011896,FMBI,John M. O'Meara,president & CEO,520,371.709,1211.701,0,256.191,1,0,0,0,0
2004,FIRST MIDWEST BANCORP INC,397.376,18.633,1.444,1682.767,011896,FMBI,John M. O'Meara,president & CEO,560,441.966,1783.241,0,718.831,1,0,0,0,0
2005,FIRST MIDWEST BANCORP INC,441.312,18.633,1.406,1591.198,011896,FMBI,John M. O'Meara,president & CEO,620,480.801,1539.084,0,370.13,1,0,0,0,0
2000,FMC CORP,3925.5,22.151,4.733,2183.96,004510,FMC,Robert N. Burt,chairman & CEO,928.175,1439.042,4245.932,535.699,1149.361,1,0,0,0,0
2001,FMC CORP,1943,-139.991,-12.365,1866.574,004510,FMC,Robert N. Burt,chairman & CEO,909.357,750,5779.388,0,1853.229,1,0,0,0,0
2002,FMC CORP,1852.9,17.02,2.406,958.55,004510,FMC,William Gerald Walter,"chairman, president & CEO",683.333,492,3851.382,0,2619.182,1,0,0,1,1
2003,FMC CORP,1921.4,6.765,1.407,1204.414,004510,FMC,William Gerald Walter,"chairman, president & CEO",735.833,927.15,3239.525,462.75,1044.429,1,0,0,0,1
2004,FMC CORP,2051.2,20.041,5.896,1781.594,004510,FMC,William Gerald Walter,"chairman, president & CEO",790.833,1136.431,3411.19,706.629,686.316,1,0,0,0,1
2005,FMC CORP,2150.2,11.571,4.051,2018.759,004510,FMC,William Gerald Walter,"chairman, president & CEO",841.6660000000001,1206.95,3624.563,666.4,845.091,1,0,0,0,0
2000,FIRSTMERIT CORP,955.386,17.489,1.562,2345.567,004678,FMER,John R. Cochran,chairman & CEO,583,0,1258.2,0,635.783,1,0,0,0,0
2001,FIRSTMERIT CORP,906.279,13.466,1.202,2297.936,004678,FMER,John R. Cochran,chairman & CEO,603.25,0,2123.782,0,1481.115,1,0,0,0,0
2002,FIRSTMERIT CORP,834.415,16.012,1.444,1830.097,004678,FMER,John R. Cochran,chairman & CEO,640,274.5,2815.996,0,1861.704,1,0,0,0,0
2003,FIRSTMERIT CORP,777.415,12.317,1.161,2292.855,004678,FMER,John R. Cochran,chairman & CEO,661.25,0,1368.712,0,666.92,1,0,0,0,0
2004,FIRSTMERIT CORP,671.68,10.519,1.02,2401.337,004678,FMER,John R. Cochran,chairman & CEO,687.5,79.8,1607.298,0,798.706,1,0,0,0,0
2005,FIRSTMERIT CORP,731.912,13.917,1.284,2153.717,004678,FMER,John R. Cochran,chairman & CEO,712.25,166.8,2247.311,0,602.643,1,0,0,0,0
2005,FIDELITY NATL FINL FNF GROUP,6315.861,21.733,9.134,4226.503,165264,FNF,Raymond Randall Quirk,CEO,647.5,1282.5,4629.763,2628,0,1,0,0,0,0
2000,FERRO CORP,1447.284,29.196,6.183,797.18,004622,FOE,Hector R. Ortino,chairman & CEO,600,629.064,2872.072,591.938,426.949,1,0,0,0,0
2001,FERRO CORP,1501.059,15.712,2.085,832.643,004622,FOE,Hector R. Ortino,chairman & CEO,700,525,3615.403,778.8,911.669,1,0,0,0,0
2002,FERRO CORP,1528.454,7.786,1.951,987.876,004622,FOE,Hector R. Ortino,chairman & CEO,700,787.5,4859.274,930.75,1105.669,1,0,0,0,0
2003,FERRO CORP,1622.37,3.358,.873,1123.147,004622,FOE,Hector R. Ortino,chairman & CEO,793.75,336.36,4083.999,850.4,1026.626,1,0,0,0,0
2004,FERRO CORP,1843.721,5.004,1.508,971.731,004622,FOE,Hector R. Ortino,chairman & CEO,800,292.02,4157.338,1050.4,1313.575,1,0,0,0,0
2000,FOSSIL GROUP INC,505.055,25.321,18.168,465.368,028118,FOSL,Tom Kartsotis,chairman & CEO,262.5,0,262.52,0,0,1,0,0,1,1
2001,FOSSIL GROUP INC,546.2809999999999,16.545,11.469,633.5700000000001,028118,FOSL,Kosta N. Kartsotis,president & CEO,255,0,255.021,0,0,1,0,0,0,0
2002,FOSSIL GROUP INC,663.949,17.298,12.208,942.027,028118,FOSL,Kosta N. Kartsotis,president & CEO,255,0,255.017,0,0,1,0,0,0,0
2003,FOSSIL GROUP INC,781.736,16.139,11.631,1309.142,028118,FOSL,Kosta N. Kartsotis,president & CEO,255,0,255.324,0,0,0,0,0,0,0
2004,FOSSIL GROUP INC,960.2619999999999,17.284,11.555,1823.466,028118,FOSL,Kosta N. Kartsotis,president & CEO,255,0,255.22,0,0,0,0,0,0,0
2005,FOSSIL GROUP INC,1040.978,14.836,10.481,1526.909,028118,FOSL,Kosta N. Kartsotis,president & CEO,0,0,.18,0,0,0,0,0,0,0
2000,FLORIDA ROCK INDUSTRIES INC,647.753,15.716,8.654,730.816,004802,FRK,"John Daniel Baker, II",president & CEO,460,206.8,693.405,0,0,0,0,0,0,0
2001,FLORIDA ROCK INDUSTRIES INC,715.6950000000001,15.528,9.175000000000001,889.176,004802,FRK,"John Daniel Baker, II",president & CEO,492.5,270,907.867,0,120.659,0,0,0,0,0
2002,FLORIDA ROCK INDUSTRIES INC,723.724,13.492,9.395,872.824,004802,FRK,"John Daniel Baker, II",president & CEO,548,446,1195.13,0,174.368,0,0,0,0,0
2003,FLORIDA ROCK INDUSTRIES INC,746.059,13.161,8.531000000000001,1422.726,004802,FRK,"John Daniel Baker, II",president & CEO,560.312,580.663,1398.434,0,215.411,0,0,0,0,0
2004,FLORIDA ROCK INDUSTRIES INC,948.519,18.308,12.158,2120.385,004802,FRK,"John Daniel Baker, II",president & CEO,576.434,870.995,1760.851,0,267.061,0,0,0,0,0
2005,FLORIDA ROCK INDUSTRIES INC,1153.452,21.078,14.972,4197.062,004802,FRK,"John Daniel Baker, II",president & CEO,606.0410000000001,921.35,1853.567,0,259.066,0,0,0,0,0
2000,FOREST LABORATORIES  -CL A,1181.354,17.6,14.866,10384.18,004843,FRX,Howard Solomon,chairman & CEO,823.765,400,34448.892,0,33202.96,0,0,0,0,0
2001,FOREST LABORATORIES  -CL A,1572.525,20.796,17.314,14595.378,004843,FRX,Howard Solomon,chairman & CEO,880,425,12135.486,0,10806.352,0,0,0,0,0
2002,FOREST LABORATORIES  -CL A,2213.258,26.447,21.315,19591.272,004843,FRX,Howard Solomon,chairman & CEO,930,500,9853.639999999999,0,8398.664000000001,1,0,0,1,0
